From	To
E9Q9J0	Uba52
Q9UMX5	NENF
K7ERB7	BCAM
I3LT08	EEF1D
Q4V8E4	Cfap36
I3L514	P4HB
F1RMF1	ZFP91
G3V2U0	CFL2
Q9UJH8	METRN
Q9WUR9	Ak4
Q9JHW4	Eefsec
Q9JKL8	Adnp
D6RE84	ALG13
A2AR02	Ppig
Q9Z2U2	Zfp292
Q9Y5M8	SRPRB
D3ZT80	Slc35f5
A6NKT7	RGPD3
P12265	Gusb
A0A0A0MXV4	Ace
Q6ZMP0	THSD4
P23497	SP100
A0A140UHX9	Ccz1b
I3L6F4	TRIM55
Q8BFR6	Zfand1
F1S2R6	MLH3
Q9UBR2	CTSZ
A2AER8	Pqbp1
B1AV77	Aldh3a2
A2A6J4	Lsp1
Q62312	Tgfbr2
A0A075B6R2	IGHV4-4
P02042	HBD
O14792	HS3ST1
P49368	CCT3
Q2TK26	Slc2a8
B0QY89	EIF3L
A0A5S6G0V8	CA3
Q6P1B9	Bin1
K7ENA8	EIF3G
Q4QRB8	Asl
Q6IBW4	NCAPH2
A0A087WY55	VTA1
Q8C2Q8	Atp5c1
F1SDV6	PLCG1
Q5XIC1	Gmppa
E9PUM4	Tln2
Q5EB81	Cyb5r1
O08808	Diaph1
D3YZD0	Sf1
O88761	Psmd1
F1LMS5	Thbs4
E5RK27	VDAC3
P42695	NCAPD3
F6QCP8	Ace
Q9NR96	TLR9
I3LR07	FAM91A1
Q5BJX5	Fam110b
I3LBD6	OSBPL11
Q99KW9	Itfg1
D3ZWZ1	Itgax
Q9UJ70	NAGK
A0A0U1RPT5	Aldoa
F6XXE6	Agl
P01615	IGKV2D-28
H0Y382	KCNMA1
T1ECW4	Rbpms
D3ZU63	Stard13
Q6AY07	Aldoart2
A0A0G2JPF8	HNRNPCL4
Q5U2W0	Sun1
Q8IWY4	SCUBE1
Q9CR49	Hbb-y
C9JBU8	ITGB1BP1
E9Q2I4	Mideas
Q3U8Y1	Mrps11
A0A0G2K9Z7	Tcap
E9PIK5	RNH1
A0A0H2UHV7	Aars2
I3L352	DDX19A
A0A0R4J004	Mfsd3
P48193	Epb41
P0CG08	GPR89B
Q9Z2L0	Vdac1
P12026	DBI
Q9D3L3	Snap23
B1APG2	PRKACB
O00339	MATN2
E9PWI6	Gcc2
Q8K1X4	Nckap1l
P82650	MRPS22
P53396	ACLY
O88322	Nid2
Q9NZI6	TFCP2L1
E9PXE1	Mcf2l
F1SUZ5	RRM1
I3LFB9	ETV6
F8VX55	TFCP2
D5H3J5	HLA-B
D3ZHP7	Ulk3
Q96N67	DOCK7
F1RU11	TRAM1
P49873	CCL8
Q6ZN55	ZNF574
A0A0G2K2B9	Ank3
S4R1T0	Atg7
O00570	SOX1
I3LTV3	FNDC3A
A0A5G2R6D8	ZNF185
Q8BTW8	Cdk5rap1
D3ZPB7	Taf3
Q08EB6	Clasp2
G3V595	SERPINA3
Q5XIB2	Cwc27
A0A0G2JVV5	Usp14
E2QRG8	REEP5
Q14689	DIP2A
P30050	RPL12
Q8N126	CADM3
Q9NPC6	MYOZ2
C9J3U9	LPP
P50570	DNM2
P70451	Fer
O96013	PAK4
Q9CY66	Gar1
B0R029	Snap23
E7EU05	CD36
A5D6W6	FITM1
Q0VGB7	Ppp4r2
Q5M8C7	Txndc9
G3V8L9	Cavin1
P62304	SNRPE
G3UWW1	Map2
F1SQ61	ZNF148
Q9GZZ1	NAA50
Q9CQ79	Txndc9
E9PBC6	TACC2
Q8CFQ3	Aqr
Q63798	Psme2
Q8WYQ3	CHCHD10
O89084	Pde4a
B2GUV8	Bcl6
Q99788	CMKLR1
Q9TUQ3	C7
F8WHJ2	Gtpbp10
A0A286ZR74	AMOTL1
U3KPU6	CA14
E9PTY6	Fry
Q765A7	Pgap1
A0A0U1RPI8	Selenos
P04279	SEMG1
D6RI87	Ssb
H0YDN1	PLEC
Q8R0F6	Ilkap
F1RGN8	SMTNL2
F1LPP1	Synj2
R4H4Y7	Scyl1
P01857	IGHG1
B2GV15	Dbt
B2GV53	Slc25a32
Q8BML3	Glt28d2
C9JMC7	LRRC3B
G3V9I5	Nat3
Q8WUQ7	CACTIN
Q9QZW0	Atp11c
Q68E01	INTS3
F1RF09	MSH3
A0A0R4J170	Smarca4
Q99PL5	Rrbp1
A0A140T8N3	Igkv13-84
F1RVH7	IGFBP7
A0A0G2QC19	Dnajc21
E9PGZ1	CALD1
A0A096MJS3	Mlip
A0A5G2QYD3	UBL7
D4AE56	Ptges2
K7EQ02	DAZAP1
A0A2R8Y6G6	ENO1
D3ZQQ1	Aftph
Q8WNV7	DHRS4
A0A5S8KL32	PPP1CB
D3Z1U9	Ndufv1
E9PVM9	Ppt2
Q5GLZ8	HERC4
F1RVY7	GALK1
A6NHR9	SMCHD1
Q60766	Irgm1
E9PSX8	Sipa1
A0A0B4J1I1	Igkv16-104
Q5I0C5	Mtfmt
A0A0R4J1R7	Pcbd2
F1SLH7	RTKN
P01946	Hba1
B1AH49	MPST
A0A0G2K174	Lmo7
Q9WV25	Puf60
P70550	Rab8b
Q9CWK3	Cd2bp2
J3QJU5	Llgl2
P0CW19	LIMS3
Q9NX20	MRPL16
F1RUN3	COX18
Q6NZM9	Hdac4
A0A1L1SS55	Ddo
B1AHL2	FBLN1
P09581	Csf1r
F1LPJ1	Ptprm
D3ZQ63	Mettl2b
A0A0C4DFM0	GSTZ1
F1ST78	TNS3
B5DFC3	Sec23a
Q5VW27	NFIB
Q5U351	Plscr1
F1ST41	ATP1B2
Q6PGJ3	L1cam
Q8WXI7	MUC16
P04247	Mb
Q9NWU1	OXSM
Q7M6Z4	Kif27
A0A087WUE9	SYMPK
B0BNB4	Meaf6
P19620	ANXA2
F1S2Z9	ODR4
F6QK86	Cops6
Q8N0W4	NLGN4X
F5H4C6	GNS
Q9R1Q7	Plp2
A0A0H2UHT3	Mrpl22
A3KN90	Nr3c2
Q6MGB4	Slc39a7
Q02789	Cacna1s
P17220	Psma2
Q5SX22	Ubb
F1ST62	NACAD
P63208	SKP1
P17028	ZNF24
Q9P003	CNIH4
G5E8R3	Pcx
A0A5K1VKI6	AGRN
A0A0J9YYI8	GPI
F1SPS7	APEH
K7EKT3	GCDH
A2A998	C8a
Q08420	Sod3
F8WHU9	Zpr1
P12399	Ctla2a
F1S5K3	PREPL
A0A1B0GSQ6	Rpl13a
F1RIZ9	GALNT7
A0A5G2QZV9	CLIC2
K7ELN9	PGD
P06328	Ighv1-72
Q9NQW6	ANLN
Q3UHU8	Gtf2i
F1RGR1	CAMKK1
A2AT02	Nsfl1c
D6RH20	MRPS27
Q9DCG2	Cd302
Q64232	Tecr
W4VSQ9	TRIP10
Q15796	SMAD2
C9JZL8	MYADM
H0YII4	DDI2
Q91VS7	Mgst1
Q8BGF9	Slc25a44
B0QYP8	PARVB
Q9CY62	Rnf181
F1RU54	MRPL11
F1LNF0	Myh14
F1RK84	KLHL22
F5H676	TCP1
Q92520	FAM3C
A2AJ88	Pnpla7
P55215	Casp2
F1RL66	TCOF1
O00391	QSOX1
A2A3R5	RPS6
H0Y8R5	RACK1
A0A287B9B0	NDUFS7
O88874	Ccnk
Q86TX2	ACOT1
P98161	PKD1
Q9DBR3	Armc8
F1SFG4	ATP13A3
P34067	Psmb4
Q9UQR1	ZNF148
Q9ERH3	Wdr7
D3ZEZ9	Svil
F1RXT3	PPP6R2
B4E0K5	MAPK14
F1SJN5	EIF2A
Q925D6	Map2k6
U3KPV7	REEP1
P30121	Timp2
D3ZKG1	Mmut
B4DEZ3	NDUFA13
P16675	Ctsa
I3L0S1	PRPSAP2
H7C3P6	NUP98
Q6AXN8	Zscan21
Q6PDW1	Rps12
M0RCF7	LOC100909761
Q5T8D3	ACBD5
F8VQ29	Iqgap3
Q969E2	SCAMP4
P21981	Tgm2
F1RIW4	DDX60
F1SBT8	ACSBG2
A0A0H2UH13	Elp6
A8XY17	Vps25
M0R2D2	TIMM50
F1SGV6	VPS26C
A6PVN8	PTPA
H7C3H4	SETD2
P28665	Mug1
F7CJY7	Stx16
F1M4M7	Qrich1
Q8WUH1	CHURC1
Q5SVI0	Camk2b
F6Q8Z7	EIF4A2
I3LIB5	MYPN
F1RWI3	TERF1
Q5XIM4	Dmac2l
Q9Z0M5	Lipa
Q569Z5	Ddx46
A0A0U1RP98	Slc3a2
Q91V41	Rab14
Q3TCR7	Dnm2
F8VVK3	RAB5C
I3LFY5	EFR3B
A0A5S8L0N9	RPL18
A0MZ66	SHTN1
A0A140LHQ8	Picalm
P58658	EVA1C
H0Y5C3	L1CAM
A0A0A0MQU5	MYBPC3
P50543	S100a11
F1SNA6	INIP
A0A087X1N8	SERPINB6
D3ZSD3	Gabpb2
P55157	MTTP
G3UZ48	Syncrip
G3V555	HNRNPC
B3KXD6	PES1
A0A2R8Y6Y7	SUCLA2
E7EQH1	BBS1
C9JB55	TF
Q9EQT5	Tinagl1
G3V6R5	Suox
Q9D1F4	Akt1s1
Q642B4	Clec14a
P12110	COL6A2
Q3TRE6	Dab2
Q6NVY1	HIBCH
E9PJJ5	KCTD21
C9J4V0	RAB7A
Q5SWX3	CAMK2G
C9J6G3	GGPS1
Q00420	Gabpb1
P62979	RPS27A
Q4G0F5	VPS26B
A0A087X1R1	SMTN
Q3UH70	Brd4
I3LE04	QTRT2
P63246	RACK1
A0A140LIL4	Tcf4
Q8JZN2	Csde1
Q2EJA0	Yap1
Q6AYP7	Nt5c3b
B1AHB1	MCM5
K7EKW9	FLOT2
A2CEE5	Rps6ka6
B2GV71	Ndufaf5
A0A0C4DGB9	PPA2
Q9D6P8	Calml3
A0A0G2K0I6	Cdh5
B1H271	Slc25a42
Q92552	MRPS27
Q6IMF0	Krt87
Q9H9B4	SFXN1
Q3V2Y9	Dusp3
F5H3Z4	FOLR2
Q53S08	RAB6D
P56404	Aqp8
G3V5R2	FERMT2
D3Z1Q3	Aamdc
B1AMW1	CD58
D3Z5R8	Rps19
A0A5S6GIQ6	COASY
G3V798	Srsf4
Q9HC62	SENP2
J3QW43	MPDU1
Q8R104	Sirt3
Q3TDT0	Trim3
Q08257	CRYZ
I3LNL7	BCAR1
G3V1D0	EML3
Q5SZW8	CCT3
A0A096LPB7	TXNRD2
D6RCX1	Slc25a38
H0YIS1	COL11A2
E9PX68	Slc4a1ap
Q7TN79	Akap7
A0A0H2UHB3	Ca4
Q8WY22	BRI3BP
I3LFR2	CUL5
Q9H9F9	ACTR5
C9J1B1	NAP1L4
Q920P6	Ada
Q86YQ8	CPNE8
Q14554	PDIA5
K7EJ74	EFTUD2
A0A0G2K955	Ldlrad4
E9Q942	Smim13
P09571	TF
Q03113	GNA12
Q99MI5	LOC100912604
B0AZS6	YWHAZ
P52735	VAV2
Q66HP8	Slc25a20
A0A5G2RBR3	NDUFS1
Q13332	PTPRS
F1RI46	FAM98C
I3L8E1	GGA1
F2Z3T4	Mbnl2
Q5SUQ9	Ctc1
A0A0G2JVW5	Huwe1
C9JTY5	PCBP4
Q5U1Y4	Akr1e2
B2GV22	Ptdss2
Q16595	FXN
P32856	STX2
Q9BV10	ALG12
Q8R079	Bfar
Q8BU25	Pamr1
A2AQE4	Cops2
E9Q202	Lrp1b
J3KRA9	SMG1
H0Y6F8	HLA-DPA1
A0A0R4J002	Nrbp2
F1SNV5	AUP1
A0A1W2PP10	VPS35
A0A0R4J1W7	Cdc23
Q0Z8U2	RPS3
Q8N5M1	ATPAF2
F6ZFS0	Efemp1
F5H157	RAB35
I3LRG0	RPN2
A1XQR7	MICOS13
Q9DBZ5	Eif3k
Q8CHC4	Synj1
P08081	Clta
Q6P9U3	Commd3
O14641	DVL2
F6ZFT1	Ndufab1
Q9NXU5	ARL15
Q13057	COASY
O43548	TGM5
A7XZE4	TPM2
F8W646	HNRNPA1
P52298	NCBP2
Q6R5J7	EPB41L2
O54783	Chkb
G5E9F8	PROS1
I3L6U9	GNA11
P17096	HMGA1
E9PLC5	C11orf54
F1LQB2	Smc3
P57769	Snx16
Q9CQ04	Ogfod2
Q9CXU9	Eif1b
P56484	Ccr8
Q9QYB5	Add3
P55094	Nr2c2
Q9CYW4	Hdhd3
P09913	IFIT2
Q5U1Z9	Mtx2
F1M9W9	Trappc8
Q9JJZ4	Ube2j1
F5H6T5	ARF3
Q5FVK6	Cc2d1b
Q9UQ90	SPG7
F1M281	Atp2c1
C9JG41	ITM2C
Q62465	Vat1
Q14964	RAB39A
Q6UXH1	CRELD2
F1S209	BCAS3
C9J8Q1	NFU1
Q6PCP7	Gpr156
F1S682	QSOX1
H0YDG6	LMO7
P69891	HBG1
A0A0N4SVW8	Skap2
Q9CR60	Golt1b
A5GFX7	CTSZ
E0CYH4	Wdr26
E9Q1J7	Pccb
A2A997	C8a
P10688	Plcd1
Q9ES89	Extl2
Q64332	Syn2
F1RR69	SET
F1RTX5	NAF1
E9PC49	SIRT1
O35680	Mrps12
A6PWD2	Fhad1
F1LUQ5	Ago4
Q5M7T9	Thnsl2
A0A0A6YWH6	Ighv9-4
Q8K327	Champ1
B2GV35	B3gat3
A0A2R8Y6C7	GPI
Q9Z2D6	Mecp2
Q62523	Zyx
F1LZ40	Igsf3
C9K0H3	ZNF28
Q80YV3	Trrap
D4ACG7	Cpne6
E5RIF1	UBE2V2
Q8N111	CEND1
A0A087WP14	Ktn1
H0YJE6	SPTB
Q3UUU2	Fubp1
Q6AYT8	Mpzl1
F6XVP7	Rnf31
Q9UBC5	MYO1A
P31146	CORO1A
A0A2R8YFQ7	CRYL1
H0YAQ2	HNRNPH1
Q9WVR4	Fxr2
F1M0Z3	Cpne4
F1RVE6	NRP1
I3LAT3	STUM
A2A5N1	Ywhab
P08582	MELTF
P01160	NPPA
F1SPX9	TMTC3
Q6P736	Ptbp1
Q9UMX1	SUFU
P16254	Srp14
Q3V3C7	Nmnat3
Q9H9J4	USP42
A0A075B5Q0	Ighv5-6
P68433	H3c1
P68433	H3c10
P68433	H3c11
P68433	H3c8
A0A0G2K700	Dkc1
K7EL47	AOC3
Q8BY71	Hat1
Q9UBI6	GNG12
H0YLP6	RPL28
Q61703	Itih2
E9PYC6	Eci2
D4A133	Atp6v1a
Q6MG87	Pbx2
J3KNI6	ITGB2
Q9Z1N9	Unc13b
A0A287BDA0	TIMM21
A0A1W2P6F6	Myl6
A8Y5T6	Pars2
Q96JJ7	TMX3
Q9D4V7	Rabl3
P11688	Itga5
Q8IV38	ANKMY2
D6RB94	WDR41
Q6GMN8	Actn1
Q9HB09	BCL2L12
E7ENY0	ADD1
S4R2F3	Ank2
Q7Z7E8	UBE2Q1
Q9HCY8	S100A14
J3QNZ9	Igkv4-62
I3LIN5	USP14
O75791	GRAP2
K7GQ50	S100A1
O60779	SLC19A2
E9PPI5	PPP2R1B
Q6Q6R5	CRIP3
Q8CET7	Selenoi
Q9Y251	HPSE
F1SA23	RDH12
F2Z3R2	Hnrnpl
Q76K24	Ankrd46
M0R485	Pglyrp2
B7Z5P7	LPXN
O95674	CDS2
P07309	Ttr
Q13535	ATR
P21531	Rpl3
Q501J6	Ddx17
Q6AY96	Gtf2f1
Q96SB3	PPP1R9B
Q3ULQ2	Pin1rt1
D3ZTP3	Tmem59
E5RGX5	STMN2
F5H3F0	OTUB1
A0A5G2QUU1	FGG
P16546	Sptan1
Q9D0W5	Ppil1
Q3UH68	Limch1
P56400	Gp1bb
H0Y614	UFM1
Q9QZM2	Polg2
P97371	Psme1
P62331	Arf6
Q99KN2	Ciao1
Q9WUZ9	Entpd5
Q9UK45	LSM7
F1REZ1	HAPLN1
E7ETK0	RPS24
B4DMT0	TMEM143
P54846	Nrl
E5RG91	VPS37A
D6REF0	Tor1b
O43760	SYNGR2
Q9NPH3	IL1RAP
F1RN30	RASA3
A0A1D5RLB2	Ank2
K7EQR0	EML2
A0A0U1RQ97	Bckdk
A0A0B4J294	TRAPPC2L
Q8R0J2	Mpdu1
B9A064	IGLL5
O70310	Nmt1
Q9Y6V7	DDX49
F1LRJ6	Pola1
A0A0A0MSY7	TK2
G3V778	Pdk4
F1SK37	RFX3
H0YL83	ETFA
P52292	KPNA2
P43278	H1-0
Q9UN36	NDRG2
Q8VEJ4	Nle1
P11766	ADH5
A0A0A0MSJ2	ARAP1
A0A140T8M1	Igkv10-96
O15335	CHAD
A8MXZ4	GPRC5C
Q8NA66	CNBD1
A0A075B6E2	RPS19
Q6PCP5	Mff
Q9CPQ0	Prl
P62275	Rps29
Q9WVJ6	Tgm2
A0A1L1SSX7	Lztfl1
Q6UVK1	CSPG4
F1SDY3	DNASE2
Q712U5	Arpp19
Q3U1V6	Uevld
A3KG93	Kdm1a
A0A087WRM2	Itm2c
Q60857	Slc6a4
A2AEW5	Gripap1
F1LQU1	LOC100363405
F1RFY6	KIF1C
E9PPN3	SCYL1
Q5PR01	Ppdpf
X1WI22	SAR1A
Q8C7E9	Cstf2t
Q9UIJ7	AK3
E9QNU1	Art3
Q05982	Nme1
H0YNY8	MEIS1
P11498	PC
P14460	FGA
P52287	Gnb3
A0A0G2JVK3	Prkab2
C9JIK8	ATG4B
I3L543	NMRAL1
E9PYG6	Rasa1
Q5BJS6	Tmem50b
D4AEG7	Tbc1d13
J3KS13	CLTC
D4A0J0	Wdfy2
Q3UIL6	Plekha7
O76074	PDE5A
G9F6X8	P4HB
O70555	Sprr2d
I3L6S5	PDE3A
Q8TBQ9	TMEM167A
I3L7V7	TOM1L1
Q9UJT2	TSKS
P31943	HNRNPH1
F8VQD1	Pbrm1
A2AFQ0	Huwe1
J3QS85	COPS3
P20801	Tnnc2
P51114	FXR1
H3BTN8	COQ7
O76014	KRT37
B7Z7Y1	RAPGEF6
Q9Y247	FAM50B
A0A1W2P7H9	Erh
G3V5Q5	THTPA
H0Y9Z5	CNOT6L
Q9BZ68	FRMD8P1
P67999	Rps6kb1
P62942	FKBP1A
A0A0G2JVM0	Aldh4a1
E9Q6R7	Utrn
A0A087WSI8	Acad11
Q96I15	SCLY
I3L9J1	DMPK
Q12874	SF3A3
Q8K4B0	Mta1
I3LJI1	NDUFA4
E9PAQ1	CFP
Q9BSR8	YIPF4
A2A6I0	Tnnt3
F1SBT3	ALKBH7
Q68EM7	ARHGAP17
E9PGF5	TNS1
D3ZFR9	Rdh13
H0YBZ1	PTK2
H0YN26	ANP32A
A0A087WTM1	ROBO1
Q9QZE7	Tsnax
D4A2H2	Sptlc1
Q9CZA6	Nde1
Q9DBY8	Nvl
P61589	Rhoa
G3UWR2	Gigyf2
Q64518	Atp2a3
Q5PQR0	Raly
A0A287B0T7	CBX3
D4A1J4	Bdh2
P05091	ALDH2
D4AC73	Chchd7
A0A1L1SRP9	Pcbp4
Q4KML4	Abracl
F5GYK7	GPD2
Q64318	Zeb1
F5H226	HMBS
A0A0R4J036	Nefm
O08746	Matn2
E7ESJ7	FAM114A2
F6XJA1	Myef2
Q61301	Ctnna2
D3ZFC5	Atp11c
B1AS67	Plekhg5
F1RGJ3	HSPA9
Q8R5A3	Apbb1ip
P01642	Gm10881
D6R997	COPB2
F1SBY9	ABCB1
D3YY83	Tmem63b
G8ENM4	FAR1
Q8NEP9	ZNF555
Q5JC28	Eps15
A0A140T9X5	HLA-A
A0A0J9YVY3	IGHV7-4-1
P62259	Ywhae
D3Z549	Numb
F1RRN6	SEPTIN4
A0A287AAE9	FRMD4B
Q561M1	Acp1
Q9NSV4	DIAPH3
Q96GM5	SMARCD1
J3QJX0	Cul4b
Q8BK03	Miga2
P35802	Gpm6a
F7C0H6	Cnrip1
P49720	PSMB3
Q9DAS9	Gng12
Q9D2N4	Dtna
V9GXZ0	Odf2
F1S820	PDE4B
Q4VAA2	Cdv3
D3ZHA1	B4gat1
Q6PHS9	Cacna2d2
H7C3A0	EIF3L
A2AKG8	Focad
P50336	PPOX
D3Z7F0	Ldhb
Q9ULE3	DENND2A
I3LSM1	ITSN1
H9KV48	SERPING1
E9Q3L4	Ifi207
Q8K1H7	Tcp11l2
Q91V77	S100a1
P60510	PPP4C
Q8IXM6	NRM
D3ZA38	Mybpc2
J3QM73	Tnfaip8
P00787	Ctsb
Q924S1	Agpat4
D4ABT9	Sspn
F1SGL8	DCAF11
Q5PQN6	Vipas39
Q6X734	NIF3L1
Q96A32	MYLPF
P22612	PRKACG
E9Q3W1	Csnk1a1
A0A087WPM0	Selenoh
P09417	QDPR
Q15596	NCOA2
A0A0H2UHB6	Upk1b
A0A140TA41	TNXB
Q3MHD2	LSM12
D3ZRN5	Ro60
P61092	Siah1a
P08243	ASNS
H3BPK4	MYLPF
P00786	Ctsh
A0A0U1RPC2	Exosc5
B1AW93	Pacsin3
B2RZA5	Prorsd1
P54923	Adprh
D3ZDW3	Tsc22d2
A0A5G2QPK7	YBX3
P49945	Ftl2
F1S7D6	ARMC6
Q6P5F9	Xpo1
D4ABB1	Nrip2
Z4YJV4	Ogdh
Q9C0C2	TNKS1BP1
A0A140T9Q4	HLA-C
Q91VC3	Eif4a3
D3ZAZ1	Fmnl1
D3ZJG3	P4htm
B7ZAP0	RABGAP1L
Q96RU2	USP28
P62138	Ppp1ca
Q99N95	Mrpl3
J3KNK1	MAPK9
D3Z2F8	Arpc3
E9PI65	HSPA8
Q96TA1	NIBAN2
F5GWW2	LDHA
O43491	EPB41L2
A0A0G2JZ26	Filip1
Q8NI22	MCFD2
D3Z7N2	Eef1d
Q92979	EMG1
A2APM3	Cd44
P33267	Cyp2f2
B1AL79	PKN2
F1RSF7	STXBP4
A8MUD9	RPL7
A0A0A0MT32	LIPA
Q3TQZ4	Eif1ad3
A0A1L1SR69	Higd1a
P56522	Fdxr
Q9BQI0	AIF1L
Q8JZN7	Rhot2
Q16537	PPP2R5E
B2RYJ2	Dbr1
I3LIC8	RASIP1
Q5I0W6	Mettl7a2
F1SS59	ADPRM
P08649	C4
A0A0A0MRA8	EPB41L3
D3ZU74	Dync1i2
Q8VE88	Fam114a2
Q14956	GPNMB
B0FWK4	SPCS1
Q5FVN2	Tmem41b
F1S420	HNRNPAB
P48303	S1pr1
Q9BU40	CHRDL1
A0A0G2JNP3	LILRB5
F6UMH9	Ubac1
A0A075B5K9	Igkv12-98
Q03114	Cdk5
A0A0A0MTE2	LMO7
D3YWU8	Pus1
D4AAN8	Helb
G3V387	SERPINA1
C9J8Q5	ALDH5A1
Q9D7N3	Mrps9
Q96I23	PYURF
F1SC80	RBP4
Q12905	ILF2
E9PUD0	Zranb2
E5RGY7	CTNNA1
A0A1B0GRP1	Trak1
Q16643	DBN1
O14558	HSPB6
F1M7M7	Samd4a
Q64194	Lipa
F5H018	RAN
F6Q6B4	PCK2
Q8R029	H2az2
P52759	Rida
X6RAE7	DENND4C
F2Z2D6	ECHDC1
P29419	Atp5me
Q9ER31	Entpd6
B1B0P9	Ppt1
F6T4L3	Manf
Q9D9M2	Usp12
F1LQ95	Tnnt2
F1RP17	CCT3
P27448	MARK3
B0BNA7	Eif3i
Q9CXW3	Cacybp
Q8NFQ8	TOR1AIP2
J3KT40	TCAP
H0YKC5	DUT
K7EK42	TBCB
Q8BXZ8	Nsun6
Q9R1Z8	Sorbs3
B4DUC8	MTAP
I1E4Y2	Erg
A0A140LI38	Mrpl48
D3Z4B2	Napg
P56203	Ctsw
A2AST1	Ccdc141
G3V672	Nrip1
Q3UKG7	Tfeb
A0A1W2P6L8	Ilvbl
P56384	Atp5mc3
F1M2I5	Opcml
F8WCH0	ACTG2
A9R9W0	Mup15
P58064	Mrps6
Q7TQ85	Pdhx
Q5T7N3	KANK4
A0A0R4J0U2	Ppp4r2
E9Q9E4	Cdk4
Q8R1K1	Ubac2
A2BG76	Nfib
Q9NS15	LTBP3
E9PEW8	HBD
Q9NXF1	TEX10
Q6STE5	SMARCD3
P0DMR1	HNRNPCL4
C9JEH7	RPS4Y1
A0A0R4J1F6	Uap1
Q07417	Acads
F2Z4A5	Pdpk1
Q4V7E8	Lrrfip2
F1RX37	FGB
A0A0A0MTC1	RNF213
M0QYZ0	HNRNPUL1
P14206	Rpsa
P53675	CLTCL1
P63140	Nfyb
E9PWD9	Polrmt
P56381	ATP5F1E
F7AMS7	Mink1
Q5BJX1	Mrpl41
A0A0U1RNG1	Cd2bp2
P27797	CALR
G3V887	Tcirg1
Q14314	FGL2
Q8VD52	Pdxp
P16446	Pitpna
F1RJM2	ERP29
J3QQP0	EIF4A1
P18406	Ccn1
P13439	Umps
A0A287B087	CPT1B
E9PSK7	Mapk8ip3
B3KW70	MFAP5
C9J2P2	DNAJB6
Q8N196	SIX5
F1RNP2	AZGP1
E9PTG5	Plekha5
Q62867	Ggh
A0A087WQT6	Casp8
F1M8T4	Crybg3
Q9UPM8	AP4E1
Q5SQN1	SNAP47
D3YU09	Gda
F1SDB8	CHD1L
O95841	ANGPTL1
X1WI17	Tmem38b
P50136	Bckdha
B8ZWD1	DBI
P54108	CRISP3
K7EPB2	PRKAR1A
A0A0R4J172	Dennd4b
F1S6V4	EIF4G2
E9PLY5	MACF1
A0A140T8W1	Col6a5
Q5TBU2	ADIRF
I3L2H6	HSD3B7
Q9QYF1	Rdh11
Q8C167	Prepl
Q99388	Csprs
E7ENU7	RPL15
D3ZZ26	Ppp1r3d
A2A842	Epb41
P55091	Ctrc
F1LT41	Vti1a
P84157	MXRA7
H0YNN5	LACTB
B7ZCA9	Tefm
Q6P3W7	SCYL2
A0A286ZXA4	AAMDC
E7ETT4	PCCB
F1RIY4	HPF1
Q5XIL3	Polr3c
F1RX50	PITRM1
F6TB26	TDRKH
F8WDL5	NDUFS1
A0A5G2QJE0	ZNF185
F2Z584	HIST1H2BD
F1RMN8	TRIM3
K3W4R6	Tnnt2
A1XQU7	RPLP1
Q9WVA4	Tagln2
A2AUR5	Pter
Q02293	Fntb
P52825	Cpt2
P08101	Fcgr2
A0A0U1RQV3	EFEMP1
O08874	Pkn2
H3BLU7	AKR7A2
H0YEF7	PICALM
P61244	MAX
D3YTR6	Spns1
G3V7E6	Pcm1
Q5SVK0	KCNMA1
A0A0J9YTY6	Slc25a22
D3Z5R9	Cpeb3
D3Z7F1	Cyp2s1
D6RIJ4	Sp100
F8WII3	Dpm1
P43145	Adm
F2Z526	TMEM258
O15260	SURF4
D3Z0G0	Nif3l1
Q52QT8	CCNG1
E9Q9C4	Ablim1
F1SVA6	SNRNP40
Q8K4G1	Ltbp4
F7D909	Pspc1
V9GWW6	Mlip
A0A0R4J0Q4	Loxl1
D3ZUM4	Glb1
F1SGD3	SYT10
H0Y2W2	ATAD3A
F1SKR7	RAD17
A0A1B0GT54	Ruvbl2
Q8R5L1	C1qbp
Q9QXQ0	Actn4
A0A0G2K151	Apoe
D3YZG8	Mthfd2l
H0Y8Y3	PDLIM5
B4E3S0	CORO1C
A0A0D9SFB3	DDX3X
H0Y8W8	SEC31A
Q9D2J7	Ankef1
Q8N8E3	CEP112
A0A087WQH8	Slc35a4
A0A087WS40	Cacna1c
S4R257	Gapdh
F1S0Z5	DNAJB14
F1SMW9	PSMD1
F8VQL9	Ncor2
Q8WVM8	SCFD1
P05555	Itgam
F1SH50	TRIM59
Q5U329	Slc4a1
O70479	Tnfaip1
O88947	F10
E9PBK7	MAPK3
Q64559	Acot7
E7ETM8	NEXN
F1SUH7	AMDHD2
P30039	PBLD
D3Z4T3	Psph
H0YC52	ABHD11
H3BS80	NDRG4
Q80ZQ9	Abitram
O35711	Ppfibp2
F1SLK8	SETD9
O60861	GAS7
P25398	RPS12
Q9DB70	Fundc1
Q8C033	Arhgef10
Q62147	Sspn
G3UXJ6	Syncrip
E9PTA4	Adam9
D4A1S2	Prdm1
F1SLX5	AASS
F5GXH6	GOLT1B
D3YVP6	Gstm7
Q8BPX7	Tcf4
A0A0R4J244	Papola
Q7KZI7	MARK2
Q4KM77	Ei24
H3BK68	Trmt1
Q96HP0	DOCK6
Q0PM28	SERPINF1
