From	To
M0RBJ0	UniRef90_M0RBJ0
E9PEM5	UniRef90_P50851
E9PEX6	UniRef90_Q6P6R2
P14576	UniRef90_P61011
P56380	UniRef90_P56380
Q6AYF1	UniRef90_Q8BKH7
H0YMJ0	UniRef90_H0YMJ0
Q9NPH0	UniRef90_Q9NPH0
O54984	UniRef90_O43681
I3LP40	UniRef90_Q9Y2W6
Q8BH24	UniRef90_Q8BH24
F1SI59	UniRef90_F1SI59
F1SSF5	UniRef90_F1SSF5
O54962	UniRef90_O54962
P51881	UniRef90_P51881
Q8BXA1	UniRef90_Q8BXA1
F8VZK9	UniRef90_A0A1D5Q832
P0DPB3	UniRef90_P0DPB3
Q9D7N3	UniRef90_Q9D7N3
Q562E7	UniRef90_Q562E7
G3V9P7	UniRef90_P51111
D4A7N1	UniRef90_D4A7N1
E5RH09	UniRef90_A0A2I3H3X1
Q641Z2	UniRef90_P43378
A0A287B5V1	UniRef90_P39023
Q9CS42	UniRef90_Q9CS42
A0A287B901	UniRef90_Q95242
K7ES98	UniRef90_Q92619
U3KQD0	UniRef90_Q9H987
B1B1A8	UniRef90_Q6PDN3
Q8WV41	UniRef90_Q8WV41
Q5M849	UniRef90_Q5M849
Q5THU2	UniRef90_Q5THU2
Q6PD19	UniRef90_Q5T2E6
Q8BP71	UniRef90_Q8BP71
Q8N7G0	UniRef90_Q8N7G0
A4QPC5	UniRef90_P50339
F1LZG6	UniRef90_F1LZG6
P54751	UniRef90_P54751
Q96F86	UniRef90_Q96F86
K7GS12	UniRef90_K7GS12
G5E9E8	UniRef90_Q8N465-3
M0R423	UniRef90_M0R423
Q86SR1	UniRef90_Q86SR1
A0A087X225	UniRef90_A0A087X225
Q9HCN8	UniRef90_Q9HCN8
F8VZJ2	UniRef90_A0A5E4ATL1
D3ZF56	UniRef90_D4A3S9
I3LCI4	UniRef90_A0A3Q0D2E3
A0A0J9YYF7	UniRef90_Q86T65
O88207	UniRef90_O88207
P0DP26	UniRef90_P0DP23
P57737	UniRef90_P57737
A0A0A0MQ83	UniRef90_Q80V70
Q6YHU6	UniRef90_Q6YHU6
I3L6Y9	UniRef90_A0A287BP43
O00461	UniRef90_O00461
A0A288CFV5	UniRef90_P09571
Q8R431	UniRef90_Q8R431
Q6P549	UniRef90_Q6P549
Q8K3W0	UniRef90_Q8K3W0
G3V7T6	UniRef90_O75533
A0A096LPJ4	UniRef90_P05161
F1RWT2	UniRef90_A0A1D5PE96
A6NFN3	UniRef90_A6NFN3
B1AR62	UniRef90_P19367
A0A0C4DG51	UniRef90_Q9NP80
Q8TDD1	UniRef90_Q8TDD1
P09913	UniRef90_P09913
Q6J1I8	UniRef90_Q6J1I8
A0A0G2JSU4	UniRef90_Q9QYG0
E9PK47	UniRef90_P06737
F1SGC8	UniRef90_F1SGC8
A0A0G2K2C2	UniRef90_A0A0G2K2C2
P52888	UniRef90_P52888
P09813	UniRef90_P09813
A0A0G2JJW2	UniRef90_Q15109-6
F8W9J0	UniRef90_F8W9J0
A0A5G2QKD9	UniRef90_A0A4X1SUW3
P70441	UniRef90_P70441
P61166	UniRef90_P61165
H3BTK3	UniRef90_Q9Y2V2
Q9Y6R7	UniRef90_Q9Y6R7
P55157	UniRef90_P55157
A6X935	UniRef90_A6X935
F1LNV7	UniRef90_Q63505
Q32PX7	UniRef90_Q96AE4
E5RIU5	UniRef90_Q7Z3D6
H7C4E5	UniRef90_Q14061
D6RF25	UniRef90_D6RF25
H0YAW3	UniRef90_H0YAW3
J3KT29	UniRef90_J3KT29
E5RFZ3	UniRef90_P17081
C9J453	UniRef90_O15344
P46977	UniRef90_P46977
A0A0C4DGV4	UniRef90_A0A0C4DGV4
A0A5G2QW89	UniRef90_A0A0G2K059
Q8BJW6	UniRef90_Q8BJW6
Q811M5	UniRef90_Q811M5
F6PRR7	UniRef90_A0A452RWV9
B2RQ80	UniRef90_A0A0G2K490
F1M9B2	UniRef90_F1M9B2
A0A087WWP5	UniRef90_A0A087WWP5
Q8TD55	UniRef90_Q8TD55
F1SFK0	UniRef90_Q5SF07-2
I3L6H3	UniRef90_I3L6H3
D6RCD0	UniRef90_Q8NBQ5
K7GQ83	UniRef90_P09055
Q924M7	UniRef90_Q924M7
C9JIP2	UniRef90_Q16831
F1SPH2	UniRef90_A0A4X1W3T8
Q9EQG9	UniRef90_Q9EQG9
H7C224	UniRef90_H7C224
E5RIF9	UniRef90_P00915
F1REW5	UniRef90_F1REW5
Q8N6S5	UniRef90_Q8N6S5
Q5U355	UniRef90_Q99KW9
Q2PZI1	UniRef90_Q2PZI1
P62889	UniRef90_P62888
A0A5G2REA8	UniRef90_A0A4X1TVU0
Q9CWU6	UniRef90_Q9CWU6
Q8CGB9	UniRef90_P14735
H3BTR8	UniRef90_H3BTR8
D6RI02	UniRef90_D6RI02
A8CTZ0	UniRef90_A8CTZ0
E5RII2	UniRef90_E5RII2
E5RK27	UniRef90_E5RK27
G3V8G2	UniRef90_Q8BJY1
Q9UI17	UniRef90_Q9UI17
K7EL47	UniRef90_Q16853-3
Q6NZM9	UniRef90_Q6NZM9
Q4V8E1	UniRef90_G1RIE3
F1LMT8	UniRef90_F1LMT8
I3L7J7	UniRef90_G3QPS5
F1RNK3	UniRef90_Q96S97
Q5JPT2	UniRef90_H0WKT1
O08600	UniRef90_O08600
Q8VE37	UniRef90_Q8VE37
Q9D0M1	UniRef90_Q14558-2
P24594	UniRef90_Q07079
E7EQB8	UniRef90_P51553
Q6S4N2	UniRef90_P0DMW0
Q78JW9	UniRef90_Q78JW9
F8WCR4	UniRef90_F8WCR4
Q99LJ7	UniRef90_Q99LJ7
D4A193	UniRef90_D4A193
B1AKM6	UniRef90_B1AKM6
Q92614	UniRef90_Q92614
Q9Z103	UniRef90_Q9Z103
D6RID1	UniRef90_Q96EV8
P62136	UniRef90_P62136
Q9H061	UniRef90_Q9H061
D3ZC22	UniRef90_D3ZC22
Q9Z339	UniRef90_Q9Z339
A2AR02	UniRef90_O55035
Q6AYS4	UniRef90_Q6AYS4
P13497	UniRef90_P13497
H0YLP6	UniRef90_H0YLP6
B4F778	UniRef90_B4F778
Q66HG9	UniRef90_Q66HG9
D3ZLD5	UniRef90_P55937
F1SM41	UniRef90_A0A6P5DVP3
H3BNQ7	UniRef90_H3BNQ7
Q5QPP3	UniRef90_Q14376
Q8CCP0	UniRef90_Q8CCP0
Q6ZWY3	UniRef90_Q71UM5
Q9Y624	UniRef90_Q9Y624
G3XAM2	UniRef90_P05156
P32442	UniRef90_P32442
A5GFQ5	UniRef90_A5GFQ5
F6WQW2	UniRef90_A0A2I2U3H0
Q922Q4	UniRef90_Q922Q4
Q8IWB7	UniRef90_Q8IWB7
P22509	UniRef90_P22509
C9JBL1	UniRef90_G3RSY2
H3BPE4	UniRef90_A0A6B0RPH7
F1M9Q1	UniRef90_Q80XQ2
Q99JY0	UniRef90_P55084
Q9ERE7	UniRef90_Q9ERE7
A1L4K1	UniRef90_A1L4K1
P40336	UniRef90_P40336
Q5U1W6	UniRef90_Q5U1W6
Q8K3X8	UniRef90_Q8K3X8
D6RAY0	UniRef90_D6RAY0
Q4G0F5	UniRef90_Q4G0F5
X6R7I6	UniRef90_Q9H3Y8
Q70AM4	UniRef90_A0A0G2K8Z9
E9PTU4	UniRef90_P35748
H3BQS0	UniRef90_Q15599
B5DEJ1	UniRef90_B5DEJ1
Q8N5M1	UniRef90_Q8N5M1
A0A0G2JLD0	UniRef90_G1TDX2
A0A286YFF3	UniRef90_A0A286YFF3
A0A0G2K047	UniRef90_Q9H6R3
E5RH50	UniRef90_Q6PKG0
P00395	UniRef90_P00395
F1M0P3	UniRef90_Q91Z49
F1SAG9	UniRef90_A0A5G2R5Z3
Q8VID1	UniRef90_Q99LB2
Q641Y5	UniRef90_Q641Y5
P61150	UniRef90_P61328
P55809	UniRef90_P55809
B2RYE6	UniRef90_B2RYE6
D6R904	UniRef90_D6R904
A0A5K1UL10	UniRef90_A0A5K1UL10
I3LPE0	UniRef90_I3LPE0
Q6P069	UniRef90_Q6P069
J3QS69	UniRef90_J3QS69
I3L0K1	UniRef90_I3L0K1
J3KRK2	UniRef90_J3KRK2
Q9NRV9	UniRef90_Q9NRV9
O08917	UniRef90_O08917
P30999	UniRef90_O60716
A0A0A0MQM7	UniRef90_O08746
F1RY51	UniRef90_Q69YN4
Q5XHX3	UniRef90_Q5XHX3
Q6PHZ2	UniRef90_Q13557
A0A0R4J137	UniRef90_Q9DB26
I3LTS9	UniRef90_A0A8D0U867
H0YG03	UniRef90_Q13361
Q9UPT5	UniRef90_Q9UPT5
F1SQK4	UniRef90_A0A4X1W6F1
Q59IW6	UniRef90_Q59IW6
Q7Z2W9	UniRef90_Q7Z2W9
Q96SZ5	UniRef90_Q96SZ5
P62847	UniRef90_P62847
Q14149	UniRef90_Q14149
Q9EPB1	UniRef90_Q9EPB1
H0Y8C4	UniRef90_H0Y8C4
Q68DG0	UniRef90_Q68DG0
I3L7C2	UniRef90_A0A286ZU34
E9PKE3	UniRef90_P63017
K4DIA9	UniRef90_E9PNE7
Q9Y3T6	UniRef90_Q9Y3T6
P55209	UniRef90_P55209
I3L7R7	UniRef90_A0A6J2L7N8
M0RCP9	UniRef90_Q9CWW6
Q6P9T8	UniRef90_Q6P9T8
A0A5S6GV83	UniRef90_Q8IXM6-2
P36536	UniRef90_Q9NR31
P26572	UniRef90_P26572
Q8N6R0	UniRef90_Q8N6R0
A0A2C9F3G2	UniRef90_A0A2C9F3G2
Q99N93	UniRef90_Q99N93
O95136	UniRef90_O95136
P04156	UniRef90_P04156
H0YNJ8	UniRef90_Q9JHJ0
P37840	UniRef90_P37840
Q9H0C2	UniRef90_Q9H0C2
Q9H6T3	UniRef90_Q9H6T3
F1RL85	UniRef90_Q9BQ67
F1S9J9	UniRef90_A0A287BB18
Q61733	UniRef90_Q61733
A0A0G2JK64	UniRef90_A0A0G2JK64
P60174	UniRef90_P60174
F1S3H7	UniRef90_F1S3H7
Q16531	UniRef90_Q16531
D3ZYL4	UniRef90_D3ZYL4
P07996	UniRef90_P07996
F1RGS3	UniRef90_Q53F19
C9JCD9	UniRef90_P41223
Q9DCT2	UniRef90_Q9DCT2
D6RFE4	UniRef90_P11766
P46638	UniRef90_P46638
A0A480T8S4	UniRef90_Q9CXT8
Q4R1A4	UniRef90_Q4R1A4
B2RYW3	UniRef90_Q9CQJ8
Q14119	UniRef90_Q14119
Q02788	UniRef90_Q02788
M0R300	UniRef90_Q13459-2
F1S2G1	UniRef90_F1S2G1
A0A287BL20	UniRef90_A0A287BL20
Q9BQI0	UniRef90_Q9BQI0
E9Q3L1	UniRef90_Q9UM54
O75323	UniRef90_O75323
P58158	UniRef90_P58158
D3ZY17	UniRef90_D3ZY17
I3LQ57	UniRef90_I3LQ57
D3ZUM4	UniRef90_D3ZUM4
P47802	UniRef90_P47802
F1RFG9	UniRef90_A0A286ZQL9
P38650	UniRef90_Q14204
Q63HM9	UniRef90_Q63HM9
A0A0G2K9J2	UniRef90_E9PTI1
A0A1B0GW65	UniRef90_A0A1B0GW65
P29266	UniRef90_P31937
F1SPZ9	UniRef90_A0A2U4AR23
F1SQ00	UniRef90_A0A5G2QHL2
G5E895	UniRef90_G5E895
Q6ZWQ9	UniRef90_P13832
P58462	UniRef90_P58462
Q99020	UniRef90_Q99020
Q9Y3E0	UniRef90_Q9Y3E0
E9Q5D6	UniRef90_Q96S59-3
Q68FX3	UniRef90_Q68FX3
P50339	UniRef90_P50339
F1S8C1	UniRef90_Q96MM6
Q6NVE9	UniRef90_Q6NVE9
P11087	UniRef90_P11087
Q5U4D9	UniRef90_Q5U4D9
P08172	UniRef90_P08172
D6RJE2	UniRef90_D6RJE2
F1SU89	UniRef90_A0A6J2DBW6
Q8CHW4	UniRef90_Q64350
F1RGH4	UniRef90_A0A8D1AE57
A0A0G2JJL7	UniRef90_A0A0G2JJL7
Q86TB3	UniRef90_Q86TB3
F8W7E0	UniRef90_P20810
Q96BZ9	UniRef90_Q96BZ9
Q9JHW9	UniRef90_Q9JHW9
O35887	UniRef90_O35887
P70362	UniRef90_Q9ES53
D3ZEH1	UniRef90_Q2PZL6
Q61937	UniRef90_Q61937
A0A480P2B4	UniRef90_A0A480P2B4
Q01730	UniRef90_Q01730
J3KTN0	UniRef90_P29562
A0A286ZYM2	UniRef90_A0A4X1VDL1
Q3U276	UniRef90_Q3U276
B4F7F3	UniRef90_B4F7F3
Q13310	UniRef90_Q13310
P49591	UniRef90_P49591
G3V7V8	UniRef90_O76074-2
Q9NRY6	UniRef90_Q9NRY6
O43592	UniRef90_O43592
Q3U186	UniRef90_Q3U186
Q5U2W0	UniRef90_Q9D666
P38718	UniRef90_Q9D023
Q9CXJ1	UniRef90_Q9CXJ1
F1SV03	UniRef90_G1STJ3
F1SEA5	UniRef90_A0A4X1UTJ8
Q8CB44	UniRef90_Q8CB44
F1S8B0	UniRef90_A0A3Q7U441
B4F7C9	UniRef90_P46978
F1LYL9	UniRef90_Q04887
P32020	UniRef90_P11915
F1RG02	UniRef90_A0A4X1U3C2
I3L1T0	UniRef90_I3L1T0
P50281	UniRef90_P50281
F1SSB0	UniRef90_Q5DTM8
Q45FY6	UniRef90_P00492
Q9JKB1	UniRef90_Q9JKB1
M0R2N5	UniRef90_F7A8M7
I3L2W9	UniRef90_O14641
M0QX76	UniRef90_M0R3H0
Q8R1F1	UniRef90_Q8R1F1
Q05193	UniRef90_P21575
Q99LS3	UniRef90_Q5M819
F1SKU5	UniRef90_Q96SI9
A0A1B0GUJ3	UniRef90_Q13510-3
Q8VC88	UniRef90_Q8VC88
A0A1W2PR46	UniRef90_A0A2I3NFW1
O43639	UniRef90_O43639
K7GNZ3	UniRef90_A0A4X1W6K6
Q2PS20	UniRef90_Q9ET78
Q9Y3Q8	UniRef90_Q9Y3Q8
Q01579	UniRef90_Q01579
F5H4Z8	UniRef90_P49746
F1S1H3	UniRef90_Q14562
Q13061	UniRef90_Q13061
Q9Y5P4	UniRef90_Q9Y5P4
H0YIN9	UniRef90_H0YIN9
Q9WVL3	UniRef90_Q9WVL3
F1SNL7	UniRef90_A0A4X1U2W5
P42667	UniRef90_P42667
D3YWD3	UniRef90_D3YWD3
B3KRT8	UniRef90_B3KRT8
O89035	UniRef90_O89035
Q923W4	UniRef90_Q9JMG7
D3ZDX5	UniRef90_Q8CJH3
Q15031	UniRef90_Q15031
F1SGC6	UniRef90_F1SGC6
E9PUW7	UniRef90_E9PUW7
A6NCC9	UniRef90_A6NCC9
P60605	UniRef90_P60604
G3V4E1	UniRef90_G3V4E1
Q8BML9	UniRef90_Q8BML9
M0QXW7	UniRef90_A0A6B0R263
Q5I0K7	UniRef90_Q9D8C3-2
O60613	UniRef90_O60613
A0A075B6Q0	UniRef90_V8NL10
Q8VE19	UniRef90_Q8VE19
B4DT28	UniRef90_F6T4L1
F1SS62	UniRef90_F1SS62
P0C0A2	UniRef90_P0C0A2
P13727	UniRef90_P13727
O88321	UniRef90_O35226
A2A283	UniRef90_A0A2I3FWX6
J3QQR8	UniRef90_P13598
Q571I9	UniRef90_Q3T1L0
G3V7U2	UniRef90_P34926
E9PIM9	UniRef90_P13489
F1SQ16	UniRef90_F1SQ16
Q9Z0G0	UniRef90_O14908
Q7TPH3	UniRef90_A2A9Z1
Q8VC19	UniRef90_Q8VC19
Q5FVI8	UniRef90_Q80SY6
F1S5Y5	UniRef90_M3WQB8
H3BSC0	UniRef90_A0A5J5MU51
Q9QWL7	UniRef90_Q9QWL7
E9PN51	UniRef90_O00217
Q7Z3T8	UniRef90_Q7Z3T8
A0A5G2QYV5	UniRef90_A0A671GA18
A0A0B4J1Z1	UniRef90_A0A0B4J1Z1
P35427	UniRef90_P40429
E9PXB7	UniRef90_E9PXB7
A0A087WXE9	UniRef90_Q6UXH9
H0YJE9	UniRef90_H0YJE9
Q8IUL8	UniRef90_Q8IUL8
P19973	UniRef90_P19973
I3L9S9	UniRef90_M3XPM4
Q6P747	UniRef90_Q6P747
P63218	UniRef90_P63218
P31512	UniRef90_P31512
B0BNG0	UniRef90_Q9CRD2
P36953	UniRef90_P36953
P61018	UniRef90_P61018
Q80WQ2	UniRef90_Q80WQ2
P61206	UniRef90_P61204
Q4QR73	UniRef90_Q4QR73
P00355	UniRef90_P00355
A0A0G2K0X9	UniRef90_Q9Z2Q1
Q567U6	UniRef90_Q567U6
Q710C4	UniRef90_P10760
E9PMY8	UniRef90_P52747
Q9Y4G8	UniRef90_Q9Y4G8
P61458	UniRef90_P61458
S4R3B5	UniRef90_S4R3B5
F5H3F0	UniRef90_F7FB46
E9Q5J9	UniRef90_E9Q5J9
Q9NX47	UniRef90_Q9NX47
Q8WVH6	UniRef90_P62734
P20936	UniRef90_P20936
Q8VE88	UniRef90_Q8VE88
G3X8Q0	UniRef90_P08047
K7ESL1	UniRef90_P83876
Q64516	UniRef90_Q64516
F1LNL9	UniRef90_Q9QXL8
A0A2R8YH90	UniRef90_A0A2R8YH90
Q6V1X1	UniRef90_Q6V1X1
M0RAD5	UniRef90_O88696
Q6P742	UniRef90_Q9R1Q7
K7ERZ0	UniRef90_P09543
F5GWA4	UniRef90_F5GWA4
H0Y449	UniRef90_H0Y449
E9PNI7	UniRef90_Q53GL7
P60763	UniRef90_P60763
Q5T013	UniRef90_Q5T013
Q0ZGT2	UniRef90_Q0ZGT2
Q9CR67	UniRef90_Q9CR67
D6RIB1	UniRef90_D6RIB1
Q920B9	UniRef90_Q9Y5B9
F1SID9	UniRef90_A0A3Q2GSV5
A0A0A0MSJ6	UniRef90_U3BV07
H3BTJ2	UniRef90_P14618
O75396	UniRef90_O75396
C9JNE0	UniRef90_F6WLF2
A0A0H2UHX1	UniRef90_Q6RJR6-2
B1AL79	UniRef90_A0A2K6K131
P62853	UniRef90_P62851
P63044	UniRef90_P63044
D4A4K4	UniRef90_Q8BX70
F1SGF4	UniRef90_Q6I9Y2
D4ACW0	UniRef90_D4ACW0
Q6ZPE2	UniRef90_Q6ZPE2
A0A087WQ31	UniRef90_A0A087WQ31
M0R890	UniRef90_M0R890
H7C4C8	UniRef90_H7C4C8
F1RV17	UniRef90_A0A4X1SUA3
Q4KLH4	UniRef90_Q8R326
P61793	UniRef90_P61793
Q9CQK7	UniRef90_Q9CQK7
Q61161	UniRef90_Q61161
M0R9L0	UniRef90_M0R9L0
A0A0A0MRJ4	UniRef90_P45379
E7EN40	UniRef90_E7EN40
Q8JZN7	UniRef90_Q8JZN7
A0A0A0MRX8	UniRef90_A0A0A0MRX8
M0R6T4	UniRef90_Q9D071
K7GS49	UniRef90_G1RHX7
D6R994	UniRef90_D6R994
F6QAE4	UniRef90_F6QAE4
F1M4A0	UniRef90_P39447
O54916	UniRef90_O54916
Q9DBR1	UniRef90_Q9H0D6
Q9EPH2	UniRef90_Q9EPH2
E9PIC4	UniRef90_A0A2K6Q1F1
F1S338	UniRef90_A0A4X1UGG7
H0Y951	UniRef90_H0Y951
E7EX29	UniRef90_P29361
Q8WUK0	UniRef90_Q8WUK0
Q8TAA3	UniRef90_Q9CWH6
E9PQ98	UniRef90_A0A5F4BS47
H0Y532	UniRef90_H0Y532
P36980	UniRef90_P36980
F1SGA9	UniRef90_F1SGA9
A0A287AR67	UniRef90_A0A4X1UFP4
Q9WTP6	UniRef90_Q9WTP6
J3KSZ0	UniRef90_J3KSZ0
B1AVD1	UniRef90_Q99MA2
Q8BVQ9	UniRef90_P35998
Q6UWY5	UniRef90_Q6UWY5
Q7Z2X4	UniRef90_Q7Z2X4
Q9P2D0	UniRef90_Q9P2D0
O70571	UniRef90_O70571
K7EQD3	UniRef90_K7EQD3
Q8TC59	UniRef90_Q8TC59
Q9H2D6	UniRef90_Q9H2D6
F1S0V3	UniRef90_P08133
F1S836	UniRef90_G5E7F1
B9EGA3	UniRef90_Q99JR8-2
P23347	UniRef90_P23347
B7Z332	UniRef90_B7Z332
Q08117	UniRef90_Q08117
F1SKQ0	UniRef90_A0A8D1YJF4
Q9H098	UniRef90_Q9H098
F1LXD6	UniRef90_F1LXD6
E5RIA9	UniRef90_E5RIA9
D4A5T1	UniRef90_Q9BWJ5
P05024	UniRef90_P06685
D6RDU5	UniRef90_Q8C1B7
A0A0G2JTS5	UniRef90_Q63312
J3QRJ1	UniRef90_J3QRJ1
F1RZV7	UniRef90_A0A4X1UI52
Q8BX70	UniRef90_Q8BX70
I3LFK8	UniRef90_I3LFK8
Q13616	UniRef90_Q13616
I3LLF2	UniRef90_I3LRG0
Q9BRX8	UniRef90_Q9BRX8
D4A465	UniRef90_Q9JHS3
A1L188	UniRef90_A1L188
E7EQZ7	UniRef90_Q13123
F5GWI4	UniRef90_F5GWI4
M0R6E0	UniRef90_O75110
F1RZC0	UniRef90_A0A8D0PZ22
Q12830	UniRef90_Q12830
A0A286ZY29	UniRef90_P79385
A8MTM1	UniRef90_A8MTM1
D3ZTR4	UniRef90_Q8BPG6
H3BNA2	UniRef90_A0A2I3ML55
E7EVS6	UniRef90_E7EVS6
A0A1C7CYX9	UniRef90_A0A1C7CYX9
R4GMT0	UniRef90_R4GMT0
H0Y8M8	UniRef90_H0Y8M8
A0A5G2R0F5	UniRef90_A0A4X1SPA3
F1SEC6	UniRef90_A0A8D1FKS2
Q9D7F7	UniRef90_Q9D7F7
I3L0W5	UniRef90_I3L0W5
G3V4S5	UniRef90_G3V4S5
B8ZZX2	UniRef90_A0A2R8MIC0
F1RQP1	UniRef90_Q9DCG9
E5RFK4	UniRef90_Q08495
Q8QZY1	UniRef90_Q9Y262
Q9D1R1	UniRef90_Q9D1R1
I3LHP2	UniRef90_I3LHP2
D4AAH6	UniRef90_Q9JK23
J3QTS8	UniRef90_Q15661
O00743	UniRef90_O00743
C9JIY7	UniRef90_Q93052
F1RF72	UniRef90_E1BIF6
Q9EPU4	UniRef90_Q9EPU4
Q99PS8	UniRef90_Q99PS8
F5H6Q2	UniRef90_A0A1D5QVS6
F1STG2	UniRef90_A0A4X1VWP1
F1M9D6	UniRef90_P42225
D3ZN43	UniRef90_A2AIL4
P28659	UniRef90_Q92879
H0YA83	UniRef90_H0YA83
I3LLY3	UniRef90_I3LLY3
Q9H0N5	UniRef90_Q9H0N5
F1M9G7	UniRef90_F1M9G7
C9J7K9	UniRef90_O15162
A0A5G2QIT4	UniRef90_A0A8D1SCD4
C9J7M1	UniRef90_O95749
Q8VI75	UniRef90_Q8VI75
Q14103	UniRef90_Q14103
Q6P3E7	UniRef90_Q6P3E7
F1M0R2	UniRef90_F1M0R2
Q5M7V8	UniRef90_Q5M7V8
A0A1B2TT47	UniRef90_I3LDV0
P28271	UniRef90_P21399
E5RGU4	UniRef90_E5RHC7
Q60996	UniRef90_Q60996
D3ZZR9	UniRef90_P45878
F1S8L9	UniRef90_Q00839
A0A0G2KAH2	UniRef90_Q3UQ28
Q9D024	UniRef90_Q9D024
A0A287BE52	UniRef90_Q66T72
F1SF78	UniRef90_M3ZAZ2
K7GR43	UniRef90_A0A8D0TJQ4
F1S7U4	UniRef90_F1S7U4
J3KNK1	UniRef90_J3KNK1
Q9D3L3	UniRef90_O70377
Q9NR09	UniRef90_Q9NR09
Q6MG48	UniRef90_Q6MG48
Q5U349	UniRef90_O88623
A0A480SMR6	UniRef90_O00232
Q7M767	UniRef90_Q7M767
Q68FQ2	UniRef90_Q68FQ2
Q5HZE2	UniRef90_Q8C1E7
C9J2Y4	UniRef90_C9J2Y4
Q91WG4	UniRef90_Q91WG4
F1RG44	UniRef90_A0A6P3HFW9
P11166	UniRef90_P11166
Q80ZH7	UniRef90_P97386
Q7L7X3	UniRef90_Q7L7X3
Q9GZZ1	UniRef90_Q9GZZ1
P15650	UniRef90_P51174
H0YDX3	UniRef90_H0YDX3
O14818	UniRef90_O14818
K3W4S4	UniRef90_Q9ESN9
Q80SY4	UniRef90_Q804S5
Q2UY11	UniRef90_Q2UY11
D3ZIT4	UniRef90_Q9WVM3
K7EN33	UniRef90_K7EN33
Q9CQ22	UniRef90_Q6IAA8
Q6A4J8	UniRef90_Q6A4J8
Q13555	UniRef90_Q13555
P04406	UniRef90_P04406
M0R608	UniRef90_M0R608
Q9Y240	UniRef90_Q9Y240
I3LK13	UniRef90_Q5VZM2
Q63489	UniRef90_G3H834
Q96HD1	UniRef90_Q96HD1
G3V563	UniRef90_G3V563
K3W4R2	UniRef90_Q6URW6
I3LPF1	UniRef90_A0A4X1TGC5
P10818	UniRef90_P43024
E7EUY5	UniRef90_Q04837
D3ZVU4	UniRef90_D3ZVU4
E9QM38	UniRef90_P55011-3
Q96QC0	UniRef90_Q96QC0
F1SA66	UniRef90_A0A4X1VID6
Q9UBL3	UniRef90_Q9UBL3
Q08495	UniRef90_Q08495
F1RGJ3	UniRef90_P38646
Q15437	UniRef90_Q15437
F1SCY7	UniRef90_F1SCY7
X6R3N0	UniRef90_Q5K4L6
Q9UQN3	UniRef90_Q9UQN3
Q64345	UniRef90_Q64345
G3V7K2	UniRef90_P42703
Q6AYY8	UniRef90_Q99J27
F1S2Z5	UniRef90_A0A4W2CIB7
F1RWY6	UniRef90_A0A8D0T4E7
I3LGI4	UniRef90_A0A4X1TWY6
B0BMT9	UniRef90_Q9R112
F8WE61	UniRef90_F8WE61
D3ZFK5	UniRef90_D3ZFK5
K7ERK2	UniRef90_K7ERK2
E7ERC4	UniRef90_P05455
Q5T8R5	UniRef90_P53985
P36959	UniRef90_P36959
D3Z9U2	UniRef90_D3Z9U2
A0A0D9SG12	UniRef90_O00571
P31950	UniRef90_P31950
J3KNL7	UniRef90_H0YM15
H6UYS7	UniRef90_H6UYS7
A0A0C4DGP4	UniRef90_P14314
P70490	UniRef90_P21956
Q922Y1	UniRef90_Q922Y1
J3KQ32	UniRef90_Q2HJ33
F1RYI8	UniRef90_P02461
P59113	UniRef90_P59113
A0A5G2QM44	UniRef90_A0A2K6G0S8
P62242	UniRef90_P62241
Q9C0I1	UniRef90_Q9C0I1
Q92633	UniRef90_Q92633
G3V4N8	UniRef90_P23381
O35878	UniRef90_Q99PR8
P12710	UniRef90_P02692
F1SKQ2	UniRef90_A0A287AD78
P35637	UniRef90_P35637
O15173	UniRef90_O15173
E5RGY6	UniRef90_P35221-2
Q5U214	UniRef90_A0A3L7H6Q2
A0A0J9YXH9	UniRef90_P06744
Q811D0	UniRef90_Q811D0
Q2EHH8	UniRef90_P62136
P51608	UniRef90_P51608
P16284	UniRef90_P16284
Q02253	UniRef90_Q02253
F1RHJ2	UniRef90_A0A4X1VZD7
Q61166	UniRef90_Q15691
F1RY63	UniRef90_A0A286ZVI5
E9PUR0	UniRef90_E9PUR0
P13611	UniRef90_P13611
Q3TBW2	UniRef90_Q3TBW2
Q9NSI6	UniRef90_Q9NSI6
Q91WK0	UniRef90_Q91WK0
Q96NY7	UniRef90_Q96NY7
Q9Y2E4	UniRef90_Q9Y2E4
Q3I5G7	UniRef90_Q3I5G7
H0YM16	UniRef90_H0YM16
I3LBG2	UniRef90_Q9NV35
A2AN08	UniRef90_Q5T4S7
Q08943	UniRef90_Q08943
Q8IW45	UniRef90_Q8IW45
A0A087WQV4	UniRef90_A0A087WQV4
A0A287A558	UniRef90_A0A4X1T0P2
Q96E11	UniRef90_Q96E11
Q5TA58	UniRef90_Q9UL18
B2RZ74	UniRef90_Q62376
Q9NQP5	UniRef90_P00488
M0QY29	UniRef90_M0QY29
E7ETJ9	UniRef90_A6NKZ9
F8VPB3	UniRef90_F8VPB3
S4R418	UniRef90_S4R418
J3KSC4	UniRef90_P60763
B1WC37	UniRef90_Q9DAT5
K7EIL8	UniRef90_G1RSZ3
F1SA03	UniRef90_Q9ULX6
F1SDC3	UniRef90_F1SDC3
A0A2U3U055	UniRef90_A0A2U3U055
Q61686	UniRef90_Q61686
F1S610	UniRef90_U3I6I0
